strategy,display_name,cost_bps_one_way,period,Start,End,Total Return,CAGR,Max Drawdown,Volatility,Sharpe,Beta vs QQQ,Alpha Ann vs QQQ,Information Ratio vs QQQ,Up Capture vs QQQ,Down Capture vs QQQ,Turnover/Year,2022 Return,2023+ CAGR,Average TQQQ Weight,Average Idle Asset Weight,Average Cash Weight,TQQQ Days Share,Raw Gate True Share,Gate Active Share,Gate Flips/Year,family,overlay,overlay_description,idle_asset,entry_confirm_days,exit_confirm_days,income_mode,safe_haven_symbols
hybrid_growth_income_runtime_full_reference,hybrid_growth_income_runtime_full_reference,10.0,2022,2022-01-03,2022-12-30,-0.07710009015346475,-0.07797143954356844,-0.10060844916461875,0.048973225413364393,-1.6200183004416373,0.0723844516722439,-0.05444156963671551,0.8798337081157014,0.11843101123725515,0.17522474598982368,0.21792756412725708,-0.07710009015346475,,0.011753992958704945,0.368246007041295,0.019999999999999997,0.06772908366533864,1.0,1.0,0.0,hybrid_growth_runtime_full_reference,baseline,Current runtime full strategy with income layer and BOXX idle asset.,BOXX,0,0,runtime_full_reference,
hybrid_growth_income_runtime_full_reference,hybrid_growth_income_runtime_full_reference,10.0,2023+,2023-01-03,2026-04-02,0.7096328076075773,0.17974227487983452,-0.17795035024072858,0.16080226180613408,1.1120211587086033,0.7666045983631072,-0.0273932912468806,-1.2947598330256733,0.7727402962901656,1.0315805725818468,0.4789991680765458,,0.17974227487983452,0.18545711388533806,0.1945428861146619,0.020000000000000004,0.9300613496932515,1.0,1.0,0.0,hybrid_growth_runtime_full_reference,baseline,Current runtime full strategy with income layer and BOXX idle asset.,BOXX,0,0,runtime_full_reference,
hybrid_tqqq::baseline::cash,hybrid_tqqq::baseline::cash,0.0,Full Sample,2018-01-02,2026-04-02,3.864953434077184,0.2114864358121591,-0.45376705207629975,0.28084910345106295,0.8265844551645473,0.7815571495096657,0.08066892145720952,0.1772794736900385,1.1473814427372684,1.0635563188861932,1.2675436627911207,-0.16150478560416082,0.21228485316838608,0.3950418773495771,0.6049581226504229,0.6049581226504229,0.7005785920925748,1.0,0.9995178399228544,0.12126494023904381,hybrid_growth_tqqq_attack_only,baseline,Current MA200 + ATR baseline with no extra daily gate.,CASH,2,2,attack_only,"('BOXX', 'CASH', 'CASH')"
hybrid_tqqq::baseline::cash,hybrid_tqqq::baseline::cash,0.0,2018-2021,2018-01-02,2021-12-31,2.106955215411264,0.3281663464987201,-0.45376705207629975,0.33435325784946307,1.0176318261630373,0.9671306803569517,0.08208575249061398,0.30939982794833476,1.3397056840548802,1.3952440858081852,1.4794569640345903,,,0.43513858815928874,0.5648614118407113,0.5648614118407113,0.6726190476190477,1.0,0.9990079365079365,0.2503427004797807,hybrid_growth_tqqq_attack_only,baseline,Current MA200 + ATR baseline with no extra daily gate.,CASH,2,2,attack_only,"('BOXX', 'CASH', 'CASH')"
hybrid_tqqq::baseline::cash,hybrid_tqqq::baseline::cash,0.0,2022,2022-01-03,2022-12-30,-0.16150478560416082,-0.16324180980913128,-0.17358244552229807,0.08557024170455464,-2.022354893791229,0.050777136199609704,-0.1555890783652545,0.5408831914457454,0.0,0.2605143548331817,0.5123799085670094,-0.16150478560416082,,0.027606346529602182,0.9723936534703979,0.9723936534703979,0.06772908366533864,1.0,1.0,0.0,hybrid_growth_tqqq_attack_only,baseline,Current MA200 + ATR baseline with no extra daily gate.,CASH,2,2,attack_only,"('BOXX', 'CASH', 'CASH')"
hybrid_tqqq::baseline::cash,hybrid_tqqq::baseline::cash,0.0,2023+,2023-01-03,2026-04-02,0.8674247315750327,0.21228485316838608,-0.2025249507591308,0.24483477548708577,0.911773879282046,1.0229824002506824,-0.051937866409184234,-0.3342768497731311,1.1389753375747278,1.8796371374407894,1.2441727044790705,,0.21228485316838608,0.4586109985024903,0.5413890014975096,0.5413890014975096,0.9300613496932515,1.0,1.0,0.0,hybrid_growth_tqqq_attack_only,baseline,Current MA200 + ATR baseline with no extra daily gate.,CASH,2,2,attack_only,"('BOXX', 'CASH', 'CASH')"
hybrid_tqqq::baseline::cash,hybrid_tqqq::baseline::cash,5.0,Full Sample,2018-01-02,2026-04-02,3.839367516591775,0.21071200644671473,-0.45450810920564777,0.2808685970779786,0.8242661605996755,0.7815835768817998,0.08002877645402859,0.17432777458651197,1.1464720773134107,1.0649650717350454,1.2675436627911207,-0.16171913867550713,0.21153055543754018,0.3950418773495771,0.6049581226504229,0.6049581226504229,0.7005785920925748,1.0,0.9995178399228544,0.12126494023904381,hybrid_growth_tqqq_attack_only,baseline,Current MA200 + ATR baseline with no extra daily gate.,CASH,2,2,attack_only,"('BOXX', 'CASH', 'CASH')"
hybrid_tqqq::baseline::cash,hybrid_tqqq::baseline::cash,5.0,2018-2021,2018-01-02,2021-12-31,2.0976540949731453,0.3271698504496243,-0.45450810920564777,0.3343842720692534,1.0153282581714285,0.9671760273322203,0.08133493186547214,0.3062403728615548,1.3385469611523229,1.396823120985335,1.4794569640345903,,,0.43513858815928874,0.5648614118407113,0.5648614118407113,0.6726190476190477,1.0,0.9990079365079365,0.2503427004797807,hybrid_growth_tqqq_attack_only,baseline,Current MA200 + ATR baseline with no extra daily gate.,CASH,2,2,attack_only,"('BOXX', 'CASH', 'CASH')"
hybrid_tqqq::baseline::cash,hybrid_tqqq::baseline::cash,5.0,2022,2022-01-03,2022-12-30,-0.16171913867550713,-0.16345823682104632,-0.1737937110584341,0.08559668795965707,-2.024700008472035,0.05079312320547602,-0.15583779754785024,0.540075213882325,0.0,0.26086011580787605,0.5123799085670094,-0.16171913867550713,,0.027606346529602182,0.9723936534703979,0.9723936534703979,0.06772908366533864,1.0,1.0,0.0,hybrid_growth_tqqq_attack_only,baseline,Current MA200 + ATR baseline with no extra daily gate.,CASH,2,2,attack_only,"('BOXX', 'CASH', 'CASH')"
hybrid_tqqq::baseline::cash,hybrid_tqqq::baseline::cash,5.0,2023+,2023-01-03,2026-04-02,0.8636576407727858,0.21153055543754018,-0.2025249507591308,0.24483744440765667,0.9092150924856395,1.0229893359151343,-0.0525637854000517,-0.33882909960401536,1.138204916640748,1.8825977808310639,1.2441727044790705,,0.21153055543754018,0.4586109985024903,0.5413890014975096,0.5413890014975096,0.9300613496932515,1.0,1.0,0.0,hybrid_growth_tqqq_attack_only,baseline,Current MA200 + ATR baseline with no extra daily gate.,CASH,2,2,attack_only,"('BOXX', 'CASH', 'CASH')"
